Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
09-11-2023,1392.1,1395.25,1370.3,1375.15,785527334,22166,568333
08-11-2023,1404.35,1415.05,1386.75,1392.1,477179972,13556,340948
07-11-2023,1402.5,1405.85,1395.3,1404.35,142545150,8407,101776
06-11-2023,1393.65,1406.35,1390.55,1404,417563139,12962,298403
03-11-2023,1375.1,1392,1375.1,1389.1,959573091,31022,691558
02-11-2023,1371.45,1375.8,1361.6,1370.45,413187787,14168,301876
01-11-2023,1370.35,1375.65,1352,1353.55,427431869,12992,314938
31-10-2023,1378.05,1381.8,1362.7,1368.65,175386933,11762,128116
30-10-2023,1380.65,1380.65,1362.9,1377.3,138497330,9107,100805
27-10-2023,1364.9,1385.55,1364.9,1380.65,518246562,16822,375297
26-10-2023,1359.95,1374.45,1353.85,1357.8,898796043,26326,659513
25-10-2023,1402.85,1402.85,1362,1370.1,434780198,35177,315067
23-10-2023,1426.4,1432,1405.35,1408.95,107635021,4881,75876
20-10-2023,1431.95,1438.3,1424.8,1427.2,835560619,24444,583810
19-10-2023,1427.9,1439.6,1421,1433.45,1511345193,25296,1052629
18-10-2023,1442.85,1453.9,1438.15,1440.75,489570025,12511,337880
17-10-2023,1441,1453.3,1438.2,1442.7,535020176,11710,369838
16-10-2023,1431,1443.55,1431,1434.45,569393494,20715,395607
13-10-2023,1419.95,1437.55,1402.1,1431.8,1620531181,47351,1134685
12-10-2023,1490.5,1504.5,1452,1464.55,284762693,8081,192060
11-10-2023,1497,1518.5,1481.6,1493.65,2459661458,8047,1643200
10-10-2023,1482,1497,1469,1495,195320137,4988,131128
09-10-2023,1459.05,1491,1459.05,1474.6,248234801,10819,167685
06-10-2023,1467.8,1484.2,1463.5,1478.55,738555329,26339,500258
05-10-2023,1452.1,1474.95,1452.1,1462.45,500368445,15896,341800
04-10-2023,1427.95,1449,1418.4,1445.25,334115973,8624,233556
03-10-2023,1435.1,1437.75,1420.5,1433.6,168032068,5511,117423
29-09-2023,1434.95,1447,1416,1435.05,397548254,22779,277715
28-09-2023,1468.4,1472.35,1435.2,1439.5,272382524,17412,187971
27-09-2023,1456.4,1469.4,1450,1467.55,383343270,9622,262035
26-09-2023,1478.35,1480,1458.7,1460.05,319996878,13965,218275
25-09-2023,1494.95,1494.95,1471.65,1474.75,649118238,13113,438533
22-09-2023,1494.35,1506.7,1485.9,1496,617103767,21929,411402
21-09-2023,1480.15,1503.95,1476.1,1501.85,148977460,6455,99777
20-09-2023,1480,1495,1477.35,1490,317245002,7558,213322
18-09-2023,1505,1505,1485,1491.1,365540543,15783,244724
15-09-2023,1515.35,1519.3,1509.1,1512.25,160872924,5094,106320
14-09-2023,1502.6,1512.75,1499.55,1506.75,108514019,4910,72074
13-09-2023,1504.2,1505.35,1488.5,1496.95,145003283,4589,96832
12-09-2023,1478.05,1503.6,1477.55,1500.8,616025135,7835,412470
11-09-2023,1469,1478.1,1464.15,1476.35,371320925,14138,252135
08-09-2023,1460.25,1474.8,1460.15,1469.65,525697719,15021,357811
07-09-2023,1470.05,1472.7,1462.2,1466,89370952,3561,60899
06-09-2023,1480.4,1482.45,1463.7,1476.75,113262013,4437,76958
05-09-2023,1460.05,1480,1456.85,1478.7,188470080,8961,127961
04-09-2023,1443,1469,1435.35,1464.65,317470658,6480,218816
01-09-2023,1430.05,1446.6,1427.45,1443.05,970268929,31676,673174
31-08-2023,1436,1444.9,1429.2,1434.1,256389889,7038,178027
30-08-2023,1419.25,1436.4,1419.25,1435.05,507328537,14491,354490
29-08-2023,1420,1424.4,1415.2,1418.2,349020820,9217,245788
28-08-2023,1416.05,1424,1411.5,1415.85,366507987,12284,258539
25-08-2023,1412.2,1423.15,1411.6,1420.55,1420107224,42636,1001111
24-08-2023,1418.65,1425.25,1414.4,1424.5,361428520,10135,254317
23-08-2023,1411.2,1415,1405.1,1407.7,299237762,11895,212370
22-08-2023,1405.1,1406.15,1396.45,1403.8,195422796,6676,139490
21-08-2023,1388.8,1406.6,1388,1404.9,196479833,4525,140397
18-08-2023,1407.25,1409,1386,1388.75,1071817958,26502,770205
17-08-2023,1418.6,1419.95,1406,1411.2,89395512,3842,63254
16-08-2023,1411,1419.95,1405,1418.5,842173656,41030,595152
14-08-2023,1372,1394.5,1365.2,1393.65,449008094,17242,324755
11-08-2023,1391,1397,1367.2,1372,395358431,17899,287014
10-08-2023,1393.4,1395.75,1385.8,1389.15,202384942,7388,145465
09-08-2023,1382.2,1396,1382.2,1394.3,934249614,22678,672414
08-08-2023,1397.85,1397.85,1384.6,1390.35,280748685,9972,201955
07-08-2023,1380.05,1394,1376.5,1392.75,505216632,18531,364823
04-08-2023,1368,1385.95,1362.9,1378.4,1109372172,27016,804726
03-08-2023,1350,1367,1348.1,1365.35,424170506,14907,312582
02-08-2023,1367.05,1370.4,1348.3,1356.8,621785665,23818,458114
01-08-2023,1358,1369.3,1357.1,1365.25,431927318,7858,316675
31-07-2023,1342.55,1357,1333.8,1355.1,192998768,6804,143082
28-07-2023,1350.35,1363.65,1335.55,1340.35,926725984,25774,690627
27-07-2023,1353.05,1363.7,1346.85,1352.85,724037709,27771,533747
26-07-2023,1341,1350.5,1339.2,1348.85,620036247,21918,460905
25-07-2023,1332.05,1342.5,1324.25,1334.6,638597713,26115,478063
24-07-2023,1335.05,1349.9,1334.15,1337.25,547367553,15192,409120
21-07-2023,1321,1350,1311.6,1330.4,2165583023,57031,1625437
20-07-2023,1474,1474,1440.85,1448.85,323767571,11682,223260
19-07-2023,1482.35,1499,1460.95,1474.35,400635826,11697,270955
18-07-2023,1433.9,1477.65,1429.35,1475,610684403,18874,418927
17-07-2023,1425,1458.8,1414.25,1422.75,412691831,12582,287372
14-07-2023,1379,1429.7,1379,1425.35,1478690096,54337,1050691
13-07-2023,1333,1376.8,1330.1,1365.3,1056385263,35306,774481
12-07-2023,1351.3,1351.3,1326.75,1333.35,397599599,20420,297715
11-07-2023,1339.95,1351,1327.45,1349.15,477905840,7246,354953
10-07-2023,1331.2,1341.5,1319.15,1329.1,389065786,16020,292495
07-07-2023,1333,1345.95,1325.15,1331.15,810571231,29104,607986
06-07-2023,1343.85,1347.25,1337.7,1343.9,222270960,7650,165554
05-07-2023,1354,1356,1341.15,1346.6,210042765,6586,155859
04-07-2023,1343,1345.7,1331.15,1344.8,134322729,5703,100373
03-07-2023,1333.9,1346.05,1328.6,1333.2,188919020,7840,141383
30-06-2023,1303,1338.85,1303,1335.2,1597911714,54032,1204517
28-06-2023,1287.05,1296,1281.4,1293.65,156258443,6765,121067
27-06-2023,1275.05,1282,1274.55,1278.95,292626291,13343,228817
26-06-2023,1268.05,1273,1262.3,1270.4,506262397,19941,398560
23-06-2023,1276,1279.4,1263.6,1265.65,625840234,35627,492481
22-06-2023,1292.75,1292.75,1273.35,1282.6,561507283,28926,437586
21-06-2023,1303.5,1304,1295.1,1301.4,511476036,9858,393192
20-06-2023,1293.2,1304.4,1291,1303.15,422058822,18584,324674
19-06-2023,1292.65,1299,1287.2,1295.25,729622823,23180,564145
16-06-2023,1286.75,1301.2,1281.15,1292.65,232049609,9031,180335
15-06-2023,1296,1296,1283.15,1286.75,656322425,21656,509499
14-06-2023,1306,1307.7,1293.05,1301.45,546125947,20131,420646
13-06-2023,1299.9,1306.2,1297.25,1305.35,289188249,12818,221825
12-06-2023,1271.1,1295,1271.1,1291.9,507969411,18912,394369
09-06-2023,1283.1,1283.1,1264.2,1266,474585875,43112,374044
08-06-2023,1284,1292,1281.1,1283.1,493999297,25129,383695
07-06-2023,1285.1,1293.6,1282.45,1289,398240508,18796,309195
06-06-2023,1290,1290,1273.15,1279.1,633155580,50057,495003
05-06-2023,1300.05,1309.5,1297.2,1304.95,298415346,9438,228481
02-06-2023,1311.15,1311.8,1296.1,1298.65,314171747,11215,241015
01-06-2023,1322.1,1329.5,1317.6,1319.45,334062365,15543,252433
31-05-2023,1320,1331.05,1314,1322.1,206441612,6818,155750
30-05-2023,1314,1326.05,1309.25,1322.9,118738199,6643,90073
29-05-2023,1332.1,1332.15,1310.5,1314.3,226334940,9536,172080
26-05-2023,1309,1323.1,1307,1317.3,444818926,19613,337747
25-05-2023,1295,1307,1289.2,1304.5,270046396,7546,208293
24-05-2023,1297,1305.2,1291.05,1298.45,586595536,15173,450684
23-05-2023,1293.3,1313.75,1293.3,1299.6,1408147224,31286,1076484
22-05-2023,1270.6,1296.2,1270.6,1293.05,396959801,9565,308406
19-05-2023,1252.2,1273.1,1252.2,1268.85,326329409,8516,257415
18-05-2023,1256,1259.4,1243,1245.9,719863148,31463,574230
17-05-2023,1264.45,1264.45,1242.35,1247.45,634816140,13615,508975
16-05-2023,1265,1273.5,1262.5,1264.15,635488725,22246,500827
15-05-2023,1249.05,1268.5,1245.55,1258.75,659846757,23716,522657
12-05-2023,1256.1,1256.1,1239,1245.55,706713044,42582,566495
11-05-2023,1270,1275.55,1253.35,1256.1,340269351,12426,269136
10-05-2023,1275,1275.45,1259.8,1263.1,305646749,11135,241734
09-05-2023,1267.95,1272,1260.4,1270.6,532555979,17486,419819
08-05-2023,1260.15,1270.7,1255.05,1266.25,291745566,12851,230558
05-05-2023,1276.55,1277,1254.05,1259.05,383637936,24520,303714
04-05-2023,1271.8,1275.5,1262.35,1273.55,461009863,18188,362716
03-05-2023,1269.9,1272.5,1262.2,1269.35,527976836,19393,416109
02-05-2023,1254.95,1279.75,1254.95,1277.65,242591908,8580,190877
28-04-2023,1255,1259.2,1245.1,1252.55,564849149,25340,451035
27-04-2023,1228.05,1248.6,1225.3,1246.55,179653410,7243,145178
26-04-2023,1227.5,1233,1220.75,1227.5,166605465,7587,135764
25-04-2023,1226.3,1235,1215.45,1224.55,530727109,31804,432726
24-04-2023,1230,1231,1218.05,1226.3,448912256,26723,367020
21-04-2023,1227,1233.45,1220,1227.45,689376720,34362,561881
20-04-2023,1232,1237.9,1221.85,1223.85,898070181,52016,731467
19-04-2023,1257.6,1257.6,1230,1232.2,1015441908,62302,819535
18-04-2023,1266.3,1274.3,1252.85,1260.95,730675213,27224,579446
17-04-2023,1249.75,1300,1219,1258.1,2105890962,69387,1697705
13-04-2023,1413,1413,1383.6,1388.6,850053027,44382,609878
12-04-2023,1412,1431.55,1400,1428.45,347767197,12805,245258
11-04-2023,1430.75,1433.05,1389,1407.05,537694109,10470,383484
10-04-2023,1422,1433.95,1414.2,1427.3,403176404,12773,282122
06-04-2023,1423.3,1427.95,1410.5,1422.1,131100143,6657,92310
05-04-2023,1396,1427,1396,1423.35,250987703,12937,176788
03-04-2023,1431.05,1438,1405.35,1410.95,160820954,6714,113769
31-03-2023,1408,1430,1394,1427.7,192130171,7238,135785
29-03-2023,1377.6,1389,1365,1383.5,235480514,12118,171422
28-03-2023,1391.5,1397.5,1376,1377.4,184915463,6830,133538
27-03-2023,1384,1395.75,1374.05,1388.9,128456132,6062,92541
24-03-2023,1386,1399,1378,1380.45,303480903,12232,218191
23-03-2023,1383.5,1383.5,1370.4,1374.5,534654739,32440,388367
22-03-2023,1402,1406.65,1382.2,1389.45,341307567,21757,245458
21-03-2023,1403.8,1405.6,1390.05,1391.05,348347949,30172,249700
20-03-2023,1418.8,1419.65,1385.7,1403.8,338011623,25152,241430
17-03-2023,1429,1442.65,1411.6,1420.85,356413380,20175,248970
16-03-2023,1413.3,1416.3,1399.2,1406.2,289704932,11554,205843
15-03-2023,1435.1,1441.9,1416.9,1419.35,597318306,27150,419311
14-03-2023,1439.7,1448.4,1411.2,1421.05,1168503820,23283,819682
13-03-2023,1462,1478.35,1428,1434.8,395323725,17793,273179
10-03-2023,1460,1474.5,1457.1,1471.35,379472153,16951,258683
09-03-2023,1495.2,1498.6,1475,1480.75,165022527,7477,111080
08-03-2023,1488,1494.75,1481.45,1492.5,242377032,17536,162872
06-03-2023,1489.9,1520,1489.9,1507.55,623661177,20515,412843
03-03-2023,1489,1489,1473.6,1479.8,147452994,4883,99630
02-03-2023,1489.95,1489.95,1467.9,1472.1,352920271,23212,239355
01-03-2023,1492,1501,1481.75,1496.65,267825297,9566,179213
28-02-2023,1519.4,1523.8,1481.3,1487.3,416631048,19456,277427
27-02-2023,1544.95,1544.95,1502.05,1509.4,437392172,21716,289455
24-02-2023,1555.05,1569,1546.7,1551.45,508587332,10112,327566
23-02-2023,1570,1570,1548,1551.5,343573447,20041,220637
22-02-2023,1564,1575,1556.05,1562.55,244358793,9137,155848
21-02-2023,1599,1601.15,1575.9,1579.25,386815809,20092,243750
20-02-2023,1589,1602.45,1582.6,1593.25,214161821,8429,134312
17-02-2023,1585,1595,1575.3,1583.45,345726101,10562,217686
16-02-2023,1600.1,1613.95,1598.25,1601.95,257831509,6359,160476
15-02-2023,1584,1599,1576.35,1596.85,132595140,4052,83405
14-02-2023,1582.05,1595.7,1578.75,1592.65,419744569,4832,263839
13-02-2023,1598,1598,1565.6,1567.4,300105708,7472,190795
10-02-2023,1610.05,1616.25,1596.2,1607.95,543557134,12236,337838
09-02-2023,1590,1620,1586.5,1617.7,171439522,7387,106748
08-02-2023,1560.05,1602.55,1560.05,1589.7,310604431,8555,194871
07-02-2023,1561.05,1576,1558,1562.35,317841797,15997,202811
06-02-2023,1598,1598,1561.9,1570.5,271853635,19960,173063
03-02-2023,1592.25,1604.4,1573.35,1599.15,369177370,11074,231674
02-02-2023,1553.7,1586.75,1552.25,1583.3,310385165,16889,196746
01-02-2023,1540,1555,1528.2,1549.45,385459720,15500,250270
31-01-2023,1546,1547.6,1513,1533.15,257820143,16145,169268
30-01-2023,1529,1543.75,1520.05,1539.1,259524704,12072,169179
27-01-2023,1543,1550.8,1507.65,1518.25,2161891673,11743,1405587
25-01-2023,1540,1555.5,1539,1542.9,216636036,9963,140057
24-01-2023,1558.3,1568.8,1549.35,1552.35,1030473370,14326,659044
23-01-2023,1534,1552.9,1528.7,1547.8,255744931,7795,165777
20-01-2023,1539,1544.25,1523.45,1525.45,390134799,18625,254460
19-01-2023,1539.8,1549.4,1526,1541.3,355441326,10768,230673
18-01-2023,1547,1551.3,1539.2,1545.05,391196581,14299,252897
17-01-2023,1527,1542,1525.35,1539.75,379011237,9565,246785
16-01-2023,1514,1528,1502.5,1525.25,233109846,10298,153469
13-01-2023,1489.95,1519.2,1468,1503.5,425828714,16063,284508
12-01-2023,1482,1485,1455.25,1480.55,334503855,14892,227373
11-01-2023,1470,1494,1463.4,1471.45,444262941,15477,300306
10-01-2023,1484.4,1484.4,1454.4,1470.4,347114580,16113,237178
09-01-2023,1444,1489.1,1444,1484.5,453159341,18926,306433
06-01-2023,1470,1474.6,1447,1448.85,431090381,33787,295849
05-01-2023,1501,1505,1470,1475.2,628674396,35612,424766
04-01-2023,1522.9,1522.9,1492.05,1494.9,507611461,26400,337920
03-01-2023,1521,1533,1515.3,1522.55,351618026,12613,230194
02-01-2023,1513,1526.3,1505,1524.3,208312123,10943,137286
30-12-2022,1525.15,1530,1504,1508.7,367242086,12625,241378
29-12-2022,1502,1521,1501.2,1517.5,300072752,13696,198502
28-12-2022,1505,1524.95,1498.85,1510.85,315632086,16513,209070
27-12-2022,1510,1521.1,1498.15,1515.5,175596157,9225,116275
26-12-2022,1497.65,1509.9,1496.15,1502.25,503382367,14616,334290
23-12-2022,1508,1509.8,1493.6,1497.55,346698136,15731,230918
22-12-2022,1517.55,1529,1512.2,1521.05,561205566,23768,368699
21-12-2022,1513,1520.4,1502.75,1509.8,502229257,27042,332510
20-12-2022,1504,1517.45,1483,1507.5,478219281,30678,319447
19-12-2022,1515,1516.5,1494.95,1507.6,378268583,23036,250910
16-12-2022,1529.8,1548.95,1512,1522.35,343605211,12860,223899
15-12-2022,1567,1570.45,1535.6,1539.4,453872851,26786,292813
14-12-2022,1578,1588.1,1572.2,1580.25,518470287,16378,327721
13-12-2022,1548,1577.7,1541.6,1572.7,135827117,7335,86952
12-12-2022,1557,1565.6,1530.9,1547.1,408668782,15653,264702
09-12-2022,1625,1629.9,1562,1568.85,481084371,23635,305494
08-12-2022,1605.05,1623.1,1598.4,1619.95,214441271,10396,133271
07-12-2022,1612.95,1623.9,1597.25,1605.05,158776020,7838,98339
06-12-2022,1621,1625,1607.5,1612.85,255270897,12934,157913
05-12-2022,1634.5,1644.5,1623,1640.5,203368924,11233,124491
02-12-2022,1652.2,1661,1634.1,1638.55,240607069,12988,146313
01-12-2022,1652,1672.45,1652,1657.6,205543575,6221,123733
30-11-2022,1620,1645,1613.7,1632.4,189311680,5447,116325
29-11-2022,1618.9,1638.4,1615,1628.3,100236391,4056,61629
28-11-2022,1628,1653,1619.85,1623.25,133512866,5814,81518
25-11-2022,1629.8,1643.9,1608.65,1630.75,524724710,18543,322432
24-11-2022,1588,1635,1584.6,1629.8,894766208,29751,554402
23-11-2022,1592,1592,1579.3,1583.4,297142894,9295,187421
22-11-2022,1567.2,1587.95,1562.1,1585.6,94988637,3205,60326
21-11-2022,1589.5,1589.5,1565,1567.2,83953836,3888,53427
18-11-2022,1592,1598,1575.85,1592.9,79698499,3073,50234
17-11-2022,1595,1602.95,1583.4,1586.85,83219700,3378,52234
16-11-2022,1594,1608.75,1592.85,1602.2,150630412,5000,94045
15-11-2022,1560.05,1597.25,1560.05,1593.7,666476807,7209,420847
14-11-2022,1572,1591,1569,1584,7905421016,7286,5033633
11-11-2022,1535.25,1573,1535.25,1570.05,1364530873,43487,872891
10-11-2022,1482,1511.4,1482,1502.25,91092905,3620,60655
09-11-2022,1527,1527,1501,1510.25,101140797,5435,66752
07-11-2022,1515,1526.95,1491,1507.05,121829964,6479,80924
04-11-2022,1522.7,1522.7,1501.25,1513.9,134762141,5992,89276
03-11-2022,1541,1544,1522.25,1530.5,122109220,5949,79687
02-11-2022,1574,1574,1545,1552.45,117460211,4952,75604
01-11-2022,1550,1574.5,1547.6,1572.75,762998570,29518,488905
31-10-2022,1522.2,1546.2,1522.2,1537.9,154853197,6276,100694
28-10-2022,1521,1526,1507.4,1512.6,73907786,3940,48743
27-10-2022,1526.05,1534.6,1513,1522.6,160990705,6986,105720
25-10-2022,1525,1532.65,1521.1,1525.75,4091891858,5008,2696093
24-10-2022,1516.05,1521.8,1511.25,1517.4,82527828,4825,54354
21-10-2022,1500.9,1505.9,1491.2,1500.1,95116719,4011,63418
20-10-2022,1477,1503.9,1476,1500.3,110689455,4981,74073
19-10-2022,1507.45,1507.45,1481.85,1485,119364029,5644,80107
18-10-2022,1507,1510,1497.05,1503.55,405710478,18105,269762
17-10-2022,1475,1495,1475,1490.2,6261415398,9133,4245856
14-10-2022,1487.7,1494,1468,1474.05,769009895,17418,519749
13-10-2022,1434.45,1437.6,1415.85,1419.75,422023462,16856,296281
12-10-2022,1446,1446,1414.2,1428.85,529926489,17245,370066
11-10-2022,1462,1479,1420.2,1423.9,8293231870,27247,5673135
10-10-2022,1423.35,1465,1423.35,1462.7,345051933,15714,238452
07-10-2022,1450,1457.2,1440.9,1451.75,105868801,6688,73041
06-10-2022,1441,1459.4,1441,1454.95,528037656,22302,363380
04-10-2022,1419,1432.2,1414,1429.8,250136131,8444,175235
03-10-2022,1411,1411,1387,1394,224314269,9405,160174
30-09-2022,1386.05,1419.7,1376,1413.1,268166626,13004,192317
29-09-2022,1406,1409.25,1393,1397.55,223491784,6823,159708
28-09-2022,1381.9,1405.7,1378,1394.45,429512960,10083,306804
27-09-2022,1395,1406,1378.8,1392.2,713764888,11226,512764
26-09-2022,1363.5,1398.9,1355.5,1379.75,857329929,19996,623407
23-09-2022,1367.8,1394.6,1362,1365.25,353732334,13451,256758
22-09-2022,1376,1383.75,1360.05,1367.8,258701093,12798,188598
21-09-2022,1381,1388.45,1368.6,1376.55,245088884,10180,177927
20-09-2022,1412,1413.85,1385.2,1388.35,442069126,25515,315713
19-09-2022,1386,1406,1380.6,1390.3,4642349783,33438,3366848
16-09-2022,1425,1425,1368.6,1379.15,642182976,30514,460272
15-09-2022,1473.35,1475.25,1429.4,1432.05,527609509,21801,365222
14-09-2022,1500,1500,1471.1,1475,1127159903,60820,760994
13-09-2022,1552,1553,1541.1,1545,168447612,4931,108803
12-09-2022,1525,1545,1523.55,1535.6,583338237,21412,379152
09-09-2022,1489.1,1519.8,1480,1511.85,529386086,24359,353238
08-09-2022,1472,1480,1464,1475.95,398577111,16135,270704
07-09-2022,1442,1465.75,1437.3,1457.8,288024451,18061,198388
06-09-2022,1461.55,1469.7,1446,1455.35,150921924,5949,103737
05-09-2022,1451,1467,1447,1460.85,115122503,5395,78902
02-09-2022,1480,1480,1448.3,1452.9,339760495,24128,233311
01-09-2022,1465,1468.2,1451.5,1464.4,856356142,32034,587058
30-08-2022,1470,1495.95,1466,1493.2,339140482,17259,229104
29-08-2022,1453.35,1468.85,1450,1462,770458207,49011,528271
26-08-2022,1536,1544.05,1518.05,1521.85,289596050,11776,188877
25-08-2022,1545.35,1549,1514,1518.85,446261318,12150,290522
24-08-2022,1537,1546,1531.15,1537.3,254842665,10813,165619
23-08-2022,1546.55,1554.85,1533,1542.55,257030421,10166,166691
22-08-2022,1585,1599.55,1573.85,1575.45,582852805,19445,367105
19-08-2022,1584,1604.7,1584,1597.4,381900056,11155,239068
18-08-2022,1589,1600,1574,1582.7,492245082,23128,310886
17-08-2022,1594,1612,1585.45,1606.75,274310128,7247,170965
16-08-2022,1601.2,1608.45,1591.1,1595.8,224374290,11135,140346
12-08-2022,1610.55,1613.7,1590,1594.5,338190968,7192,211754
11-08-2022,1625,1631,1616.15,1619.7,318784339,11000,196646
10-08-2022,1619,1620.25,1588.5,1601.4,355456088,9819,222406
08-08-2022,1616.1,1621.85,1596,1619.1,283761524,9415,176232
05-08-2022,1610,1625.6,1603.65,1616.55,176769839,7627,109383
04-08-2022,1583,1603.7,1574.9,1599.65,367444672,10165,230784
03-08-2022,1544,1570,1540.3,1565.15,221280748,7416,141963
02-08-2022,1549,1549,1528.65,1542.9,118361745,5527,77041
01-08-2022,1570,1570,1537.7,1550.6,7166106256,5411,4624163
29-07-2022,1531,1555,1528,1549.6,575272900,24425,372147
28-07-2022,1491,1523.8,1489.65,1517.45,749231753,30019,496273
27-07-2022,1451,1472.8,1444.55,1471.2,462361485,16512,316526
26-07-2022,1501.4,1501.4,1445.2,1451.8,601198613,20337,411822
25-07-2022,1478.35,1516.95,1478.35,1502.85,407533698,16677,271825
22-07-2022,1530.2,1539.8,1492.8,1506.3,355247149,10431,235933
21-07-2022,1520,1535,1503,1532.85,207152884,6740,135852
20-07-2022,1501.95,1525,1499.05,1514.95,499507502,18233,329440
19-07-2022,1475,1486.55,1470.55,1484.9,383344359,12696,259370
18-07-2022,1447.25,1492.9,1447.25,1490.05,7161484546,20153,4992077
15-07-2022,1440.05,1443.5,1410.9,1430.5,324699007,17844,227996
14-07-2022,1451.8,1453.2,1413.9,1429.1,406744481,19455,282798
13-07-2022,1449,1460.1,1438.6,1444.95,226407663,7568,156442
12-07-2022,1467.9,1468.6,1436,1438.5,277080115,12172,190479
11-07-2022,1507,1507,1467,1472.8,367363442,12364,249390
08-07-2022,1515,1516.2,1499.95,1514,324296053,13391,215034
07-07-2022,1498.95,1514,1495.5,1498.75,386065074,14443,256360
06-07-2022,1482,1500,1470.1,1491.95,422284978,13004,284538
05-07-2022,1497,1509.9,1472.1,1476.35,293459644,6684,195891
04-07-2022,1482,1492.05,1461.8,1487.75,177951492,6234,120316
01-07-2022,1453.7,1484.7,1442.25,1478.05,156939520,6706,107464
30-06-2022,1462.95,1481.9,1455.15,1461.2,585647499,17532,400032
29-06-2022,1466.7,1477.2,1457.9,1463.7,380083679,10493,258252
28-06-2022,1459.4,1485.9,1453,1480.25,96190235,4390,65629
27-06-2022,1470,1484.1,1465.3,1474.55,325511383,14537,220528
24-06-2022,1459.95,1469,1428.8,1442.05,300505394,15942,208215
23-06-2022,1439.8,1458.75,1433.85,1453.2,441930365,19299,305346
22-06-2022,1435,1459.3,1435,1437.35,352586575,11302,243450
21-06-2022,1420,1455.55,1420,1450,538372061,20305,372219
20-06-2022,1389,1423,1382.1,1414.75,380517163,18851,271497
17-06-2022,1394.95,1397.05,1367.2,1387.65,414926089,15574,299853
16-06-2022,1440,1444.8,1392.15,1397.15,527236595,19382,372499
15-06-2022,1440,1446.25,1418.45,1421.65,288722974,8067,201434
14-06-2022,1407.05,1448.95,1404,1440.25,492469120,9624,342024
13-06-2022,1444,1445,1412.3,1424.2,643432100,41419,450915
10-06-2022,1485,1492.65,1474.1,1477.15,557558090,12760,375471
09-06-2022,1487.8,1517,1482,1514.6,426261792,9204,283441
08-06-2022,1523,1523,1492.3,1499.95,284377982,12363,189312
07-06-2022,1518,1519,1503,1507.25,362371555,14405,239963
06-06-2022,1521,1536.6,1493.05,1530.35,315570493,14683,208431
03-06-2022,1524.9,1555.05,1518.5,1522,391388392,10946,253715
02-06-2022,1485.55,1513.8,1475.6,1507.9,566281815,20309,378526
01-06-2022,1505.15,1514,1471.6,1478.9,649710127,26874,435128
31-05-2022,1513,1517.5,1488.7,1503.95,558204320,20226,370875
30-05-2022,1490.1,1530,1486.8,1527.55,597889585,16453,393178
27-05-2022,1450,1467,1437.3,1460.85,696311497,15412,478492
26-05-2022,1410,1430,1407,1423.8,855261621,28759,602222
25-05-2022,1434,1442.85,1399.5,1411.45,727967331,34389,512060
24-05-2022,1470,1470,1435.3,1441.2,497363890,21073,342935
23-05-2022,1458.5,1487.85,1450.05,1468.7,365281910,17222,247852
20-05-2022,1452,1466.9,1447,1455.5,639188025,20341,438612
19-05-2022,1480,1481,1417.7,1427.2,1328039140,86048,923880
18-05-2022,1524,1549.8,1505.2,1509.7,308036173,16448,201642
17-05-2022,1494.8,1524.8,1480.25,1518.65,772110486,31170,512886
16-05-2022,1506.15,1512.75,1478.65,1489.25,227204491,10591,152285
13-05-2022,1520,1529,1498.3,1503.35,420225155,22236,277270
12-05-2022,1515,1527.2,1504.9,1509.25,544044662,29240,359063
11-05-2022,1553,1553,1511.55,1527.2,639179551,28077,419339
10-05-2022,1561,1569.95,1546.25,1553.6,425711943,12471,272693
09-05-2022,1530.4,1586.4,1522.4,1570.2,669337378,27053,428275
06-05-2022,1543,1556.55,1535.1,1543.45,509036637,34213,329628
05-05-2022,1558.45,1589.25,1557.55,1585.25,499592063,23919,316159
04-05-2022,1545,1569.95,1530.5,1535.95,6082442344,28383,3945408
02-05-2022,1551,1552.25,1530.6,1541.25,681831561,40650,443393
29-04-2022,1591.65,1597.4,1561.1,1567.9,337174262,23234,213470
28-04-2022,1567.7,1601.4,1557.9,1583.3,515613784,22221,325991
27-04-2022,1579.4,1579.4,1550.5,1553.2,232989300,9472,149612
26-04-2022,1574.2,1592,1567,1579.75,546112820,21830,344815
25-04-2022,1575.7,1575.7,1554.1,1561.45,703239031,45028,450340
22-04-2022,1617,1617,1583,1585.7,362488968,14448,226730
21-04-2022,1595.05,1626.6,1589.2,1618.5,545511333,28569,338163
20-04-2022,1575,1596,1563.15,1587.85,934783532,43893,590406
19-04-2022,1644,1644,1550.4,1563.95,1563767967,107960,982805
18-04-2022,1608,1650.9,1592.05,1621.45,2512631222,147511,1544805
13-04-2022,1759.45,1759.45,1732.25,1748.65,351412970,10285,201207
12-04-2022,1759,1759,1727.5,1741.45,565221216,40592,324512
11-04-2022,1818.95,1818.95,1763,1766.65,987181319,48130,556339
08-04-2022,1823.7,1838,1808.4,1815.1,342923603,13947,188138
07-04-2022,1825,1828,1807.8,1811.5,336549765,9910,185022
06-04-2022,1853.1,1856.95,1822.1,1828.45,496055416,22947,270222
05-04-2022,1886,1889.75,1857.2,1861.1,355554895,11263,189838
04-04-2022,1895.2,1895.2,1873.5,1882.45,558096513,15557,296103
01-04-2022,1894,1909.95,1878.95,1902.35,358425084,10267,189288
